apartment_id,apartment_name,province,city_district,town,village,legal_dong_code,source_system,loaded_at_kst,profile_apartment_name,lot_address,road_address,sale_type,heating_type,management_type,hall_type,total_area_m2,management_area_m2,private_area_m2,building_count,household_count,households_under_60m2,households_60_to_85m2,households_85_to_135m2,households_over_135m2,approval_date,max_floor,basement_floor,construction_company,management_company,profile_available,profile_source_system,profile_loaded_at_kst,approval_year
A13583507,은마,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,은마,서울특별시 강남구 대치동 316 은마,서울특별시 강남구 삼성로 212,분양,지역난방,위탁관리,복도식,504698.0,470731.53,353088.96,28,4424,0,24,4400,0,1979-08-30,14,0,한보,한보,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1979
A13528005,테헤란로대우아이빌,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,테헤란로대우아이빌,서울특별시 강남구 대치동 891-6 테헤란로대우아이빌,서울특별시 강남구 테헤란로 428,분양,개별난방,위탁관리,복도식,24850.46,19812.05,15149.25,1,372,344,28,0,0,2004-04-29,26,7,대우건설,프리즘(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A10020281,현대썬앤빌테헤란,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,현대썬앤빌테헤란,서울특별시 강남구 대치동 894- 현대썬앤빌테헤란,서울특별시 강남구 삼성로85길 33,분양,개별난방,자치관리,계단식,8404.87,4566.42,1888.79,1,0,0,0,0,0,2016-10-20,8,3,(주)현대BS&C,(주)시티갤럭시,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2016
A13527013,개포4차우성,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,개포4차우성,서울특별시 강남구 도곡동 465 개포4차우성,서울특별시 강남구 언주로 117,분양,지역난방,위탁관리,혼합식,73088.0,72171.0,59577.48,8,459,0,99,144,216,1985-12-26,9,0,(주)우성건설,(주)우성건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1985
A10020848,개포럭키아파트,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,개포럭키아파트,서울특별시 강남구 도곡동 462- 개포럭키아파트,서울특별시 강남구 남부순환로 2740,분양,지역난방,위탁관리,계단식,13193.0,13192.96,10225.92,2,128,0,128,0,0,1986-10-27,8,1,럭키개발,럭키,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1986
A13585401,개포우성5차,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,개포우성5차,서울특별시 강남구 도곡동 463-1 개포우성5차,서울특별시 강남구 언주로29길 34,분양,지역난방,위탁관리,계단식,17550.0,17550.0,13489.2,4,180,0,180,0,0,1986-10-27,9,1,우성건설,우성건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1986
A13527007,도곡1차아이파크,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡1차아이파크,서울특별시 강남구 도곡동 543-7 도곡1차아이파크,서울특별시 강남구 도곡로28길 8,분양,지역난방,위탁관리,계단식,65079.24,36256.066,36256.068,5,321,0,123,198,0,2007-03-27,27,2,현대산업개발,서린아파트,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2007
A13527016,도곡개포한신아파트,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡개포한신아파트,서울특별시 강남구 도곡동 464 도곡개포한신아파트,서울특별시 강남구 언주로 123,분양,지역난방,위탁관리,혼합식,62151.363,55239.77,40563.01,8,620,404,216,0,0,1985-12-14,9,0,한신공영(주),한신공영,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1985
A13527008,도곡경남,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡경남,서울특별시 강남구 도곡동 967 도곡경남,서울특별시 강남구 논현로 209,분양,개별난방,위탁관리,혼합식,44281.67,35518.44,27618.24,4,348,120,192,36,0,2005-06-02,22,0,경남기업,경남기업,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2005
A13586101,도곡대림,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡대림,서울특별시 강남구 도곡동 960 도곡대림,,분양,개별난방,자치관리,계단식,22757.13,22147.78,16733.19,2,197,0,197,0,0,1992-11-19,14,0,대림건설,법무부 주택조합외 4개주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1992
A13527014,도곡대림아크로빌,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡대림아크로빌,서울특별시 강남구 도곡동 467-6 도곡대림아크로빌,서울특별시 강남구 언주로30길 13,분양,중앙난방,위탁관리,계단식,144215.0,101213.69,73177.226,2,490,4,6,174,306,1999-11-26,46,6,대림산업,대림산업,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1999
A13550404,도곡동 포스코트 아파트,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡동 포스코트 아파트,서울특별시 강남구 도곡동 164-6 도곡동 포스코트 아파트,서울특별시 강남구 남부순환로381길 15,분양,지역난방,위탁관리,계단식,23542.0,16128.0,13108.5,1,64,0,0,0,64,2002-01-31,17,0,포스코건설,포스코건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2002
A13527001,도곡동양재디오빌,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡동양재디오빌,서울특별시 강남구 도곡동 952 도곡동양재디오빌,서울특별시 강남구 강남대로 256,분양,개별난방,위탁관리,복도식,9782.62,8099.3,4260.59,1,155,155,0,0,0,2004-04-23,15,5,대우건설,대우건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A13527203,도곡렉슬,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡렉슬,서울특별시 강남구 도곡동 527 도곡렉슬,서울특별시 강남구 선릉로 221,분양,지역난방,위탁관리,계단식,553661.4,379722.4,298679.464,34,3002,601,936,1402,63,2006-01-27,25,3,"현대,쌍용,GS",도곡주공재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A13527004,도곡삼성,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡삼성,서울특별시 강남구 도곡동 161 도곡삼성,서울특별시 강남구 남부순환로379길 14,분양,지역난방,위탁관리,혼합식,22031.28,21309.0,15515.11,4,231,115,116,0,0,1994-12-30,12,0,삼성건설,삼성생명보험(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1994
A13550502,도곡삼성래미안,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡삼성래미안,서울특별시 강남구 도곡동 91-5 도곡삼성래미안,서울특별시 강남구 언주로 202,분양,지역난방,위탁관리,계단식,126760.78,94471.67,71979.0,10,732,144,192,396,0,2001-12-01,24,3,(주)삼성물산,(주)삼성물산,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
A13527019,도곡쌍용예가,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡쌍용예가,서울특별시 강남구 도곡동 902-8 도곡쌍용예가,서울특별시 강남구 남부순환로363길 30,분양,지역난방,위탁관리,계단식,77270.12,52285.2,42932.4,5,384,0,48,288,48,1978-12-26,13,2,쌍용건설(주),도곡동신아파트리모델링주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1978
A13527010,도곡우성아파트,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡우성아파트,서울특별시 강남구 도곡동 934-10 도곡우성아파트,서울특별시 강남구 남부순환로363길 49,분양,지역난방,자치관리,혼합식,40310.56,39792.15,32576.7,2,390,0,390,0,0,1986-10-31,15,0,우성건설,을지조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1986
A10027319,도곡한라비발디아파트,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡한라비발디아파트,서울특별시 강남구 도곡동 893-2 도곡한라비발디아파트,서울특별시 강남구 남부순환로365길 33,분양,지역난방,위탁관리,계단식,21131.0,13116.42,9990.7422,1,110,0,94,16,0,2016-04-22,20,2,(주)한라,동신아파트주택재건축정비사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2016
A13550403,도곡한신,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡한신,서울특별시 강남구 도곡동 895-8 도곡한신,서울특별시 강남구 논현로 205,분양,지역난방,위탁관리,혼합식,46483.64,36802.34,36882.14,5,421,65,266,90,0,1988-07-16,15,1,(주)한신공영,(주)한신공영,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1988
A13586102,도곡현대,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡현대,서울특별시 강남구 도곡동 961 도곡현대,서울특별시 강남구 도곡로18길 34,분양,지역난방,위탁관리,복도식,25345.98,25110.898,17926.56,3,211,1,210,0,0,1994-12-30,15,0,현대산업개발,현대산업개발,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1994
A13527002,도곡현대그린,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,도곡현대그린,서울특별시 강남구 도곡동 964 도곡현대그린,서울특별시 강남구 논현로51길 25,분양,지역난방,자치관리,계단식,21843.0,21056.77,14518.56,1,171,0,171,0,0,2006-10-19,18,2,현대산업개발,공업진흥청주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A13585404,래미안도곡카운티,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,래미안도곡카운티,서울특별시 강남구 도곡동 538 래미안도곡카운티,서울특별시 강남구 도곡로 320,혼합,지역난방,자치관리,계단식,67379.79,43122.11,33275.43,8,397,81,159,157,0,2016-09-02,21,2,삼성물산,삼성물산,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2016
A10024793,매봉삼성아파트,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,매봉삼성아파트,서울특별시 강남구 도곡동 966 매봉삼성아파트,서울특별시 강남구 언주로 203,분양,개별난방,위탁관리,계단식,14943.0,14789.94,9522.7,1,132,66,66,0,0,1999-01-06,22,3,삼성중공업,도곡연합주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1999
A13527011,아카데미스위트,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,아카데미스위트,서울특별시 강남구 도곡동 467-7 아카데미스위트,서울특별시 강남구 언주로30길 21,분양,지역난방,위탁관리,계단식,102379.0,72747.66,52865.18,1,414,0,88,220,106,2004-11-15,51,6,라성건설(주),라성건설(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A13527018,양재SK허브프리모,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,양재SK허브프리모,서울특별시 강남구 도곡동 953-1 양재SK허브프리모,서울특별시 강남구 강남대로 240,분양,개별난방,위탁관리,복도식,20562.0,20562.25,9680.09,1,176,67,109,0,0,2006-01-18,20,7,SK건설,SK건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A13585804,역삼럭키,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,역삼럭키,서울특별시 강남구 도곡동 963 역삼럭키,서울특별시 강남구 논현로 213,분양,지역난방,위탁관리,혼합식,155069.47,138068.0,109509.38,10,1094,0,674,420,0,1995-12-28,15,1,럭키,럭키,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1995
A13527006,역삼삼익,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,역삼삼익,서울특별시 강남구 도곡동 869 역삼삼익,서울특별시 강남구 논현로 218,분양,중앙난방,자치관리,혼합식,34809.83,34423.14,30859.27,2,247,0,0,143,104,1983-06-11,13,0,삼익주택,삼익주택,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1983
A13527003,우성캐릭터199 아파트,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,우성캐릭터199 아파트,서울특별시 강남구 도곡동 467-24 우성캐릭터199 아파트,서울특별시 강남구 언주로 118,분양,지역난방,위탁관리,계단식,100496.73,46170.06,29658.06,2,199,0,0,99,100,1998-11-07,31,4,(주)우성건설,(주)우성건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1998
A13527017,타워팰리스1차,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,타워팰리스1차,서울특별시 강남구 도곡동 467 타워팰리스1차,서울특별시 강남구 언주로30길 56,분양,지역난방,위탁관리,복도식,457994.0,283424.9,204005.65,4,0,0,0,0,0,2002-10-23,66,5,삼성물산,삼성전자,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2002
A13585402,타워팰리스2차,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,타워팰리스2차,서울특별시 강남구 도곡동 467-17 타워팰리스2차,서울특별시 강남구 언주로30길 57,분양,지역난방,위탁관리,혼합식,296650.3,126724.61,126724.61,2,813,0,8,206,599,2003-02-28,55,6,삼성중공업,삼성중공업,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2003
A13585403,타워팰리스G동,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,타워팰리스G동,서울특별시 강남구 도곡동 467-29 타워팰리스G동,서울특별시 강남구 언주로30길 26,분양,지역난방,위탁관리,복도식,222720.84,106201.82,75439.259,1,480,0,0,76,404,2004-04-19,69,6,삼성중공업,삼성생명,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A13527005,현대비전21,서울특별시,강남구,도곡동,,1168011800,K-APT,2026-07-19T10:00:33+09:00,현대비전21,서울특별시 강남구 도곡동 467-19 현대비전21,서울특별시 강남구 언주로30길 10,분양,지역난방,위탁관리,복도식,42432.05,16604.08,7899.14,1,232,232,0,0,0,1999-11-30,27,5,ㅁ,ㅁ,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1999
A13509015,동일파크스위트,서울특별시,강남구,삼성동,,1168010500,K-APT,2026-07-19T10:00:33+09:00,동일파크스위트,서울특별시 강남구 삼성동 100-14 동일파크스위트,서울특별시 강남구 영동대로112길 67,,,기타,,0.0,0.0,5652.24,1,36,0,0,0,36,,1,0,,,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,
A10024131,래미안 라클래시,서울특별시,강남구,삼성동,,1168010500,K-APT,2026-07-19T10:00:33+09:00,래미안 라클래시,서울특별시 강남구 삼성동 19-4 래미안 라클래시,서울특별시 강남구 삼성로 651,혼합,지역난방,위탁관리,계단식,124879.52,74657.7,55529.9,7,679,164,372,112,31,2021-09-17,35,3,삼성물산,상아아파트2차 주택재건축정비사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2021
A13509013,래미안삼성1차(105),서울특별시,강남구,삼성동,,1168010500,K-APT,2026-07-19T10:00:33+09:00,래미안삼성1차(105),서울특별시 강남구 삼성동 105 래미안삼성1차(105),서울특별시 강남구 영동대로114길 56,분양,개별난방,위탁관리,계단식,26155.0,18505.72,15766.5,4,112,0,25,35,52,2005-12-19,15,1,삼성물산(주),재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2005
A13509014,래미안삼성1차103단지,서울특별시,강남구,삼성동,,1168010500,K-APT,2026-07-19T10:00:33+09:00,래미안삼성1차103단지,서울특별시 강남구 삼성동 103-22 래미안삼성1차103단지,서울특별시 강남구 영동대로114길 56,분양,개별난방,위탁관리,계단식,26889.0,17911.8,14829.43,3,133,0,38,65,30,2006-04-27,15,2,삼성물산,삼성물산,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A13570502,래미안삼성1차104단지,서울특별시,강남구,삼성동,,1168010500,K-APT,2026-07-19T10:00:33+09:00,래미안삼성1차104단지,서울특별시 강남구 삼성동 104-10 래미안삼성1차104단지,서울특별시 강남구 영동대로114길 56,분양,개별난방,위탁관리,계단식,13438.96,9261.08,7409.69,1,77,0,49,27,1,2005-12-29,15,2,삼성물산,삼성물산,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2005
A10023020,삼성동 마에스트로,서울특별시,강남구,삼성동,,1168010500,K-APT,2026-07-19T10:00:33+09:00,삼성동 마에스트로,서울특별시 강남구 삼성동 140-32 삼성동 마에스트로,서울특별시 강남구 선릉로94길 15,임대,개별난방,위탁관리,복도식,16427.719,6665.3,6665.051,1,299,299,0,0,0,2023-07-31,14,5,한미글로벌,선릉역 마에스트로 프로젝트 금,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2023
A10024435,삼성동대성유니드,서울특별시,강남구,삼성동,,1168010500,K-APT,2026-07-19T10:00:33+09:00,삼성동대성유니드,서울특별시 강남구 삼성동 129 삼성동대성유니드,서울특별시 강남구 테헤란로77길 26,분양,개별난방,자치관리(직영),계단식,8502.32,361340.78,4931.91,1,59,0,59,0,0,2004-07-01,9,1,대성산업,대성산업,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A10026934,삼성동롯데캐슬킹덤아파트,서울특별시,강남구,삼성동,,1168010500,K-APT,2026-07-19T10:00:33+09:00,삼성동롯데캐슬킹덤아파트,서울특별시 강남구 삼성동 43 삼성동롯데캐슬킹덤아파트,서울특별시 강남구 선릉로112길 53,분양,개별난방,위탁관리,계단식,32570.0,21223.52,17633.86,3,118,0,0,44,74,2005-11-29,13,2,롯데건설,영동삼익아파트재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2005
